"","Theme","Category","Source","Valence_mean_men","Valence_SD_men","Valence_N_men","Arousal_mean_men","Arousal_SD_men","Arousal_N_men","Valence_mean_women","Valence_SD_women","Valence_N_women","Arousal_mean_women","Arousal_SD_women","Arousal_N_women"
"I830","Thunderstorm 6","4","Pixabay","4.59649122807018","1.43750340524823","57","4.41176470588235","1.38818544277392","51","4.44897959183673","1.83781147575266","49","4.56363636363636","1.78225446455633","55"
"I831","Thunderstorm 7","4","Pixabay","4.43103448275862","1.0278929046119","58","4.55813953488372","1.36804214606122","43","4.20408163265306","1.48576007255454","49","4.09433962264151","1.95393243469711","53"
"I832","Thunderstorm 8","4","Pixabay","4.61363636363636","1.29786782375913","44","4.18965517241379","1.39493943214705","58","4.72340425531915","1.70296579734827","47","4.76923076923077","1.98637895615768","52"
"I833","Thunderstorm 9","4","Pixabay","4.75","1.01443076029952","44","4.5","1.39233490627366","58","4.65957446808511","1.30678157159324","47","4.80769230769231","1.50864777186311","52"
"I834","Thunderstorm 10","4","Pixabay","4.29310344827586","1.0761957150913","58","4.46511627906977","1.33361015952407","43","4.48979591836735","1.51550938878088","49","4.32075471698113","1.85817926709972","53"
"I835","Thunderstorm 11","4","Pixabay","4.03508771929825","1.64712858679996","57","3.84313725490196","1.47475488159365","51","4.20408163265306","1.73180531811862","49","4.6","1.72776884599335","55"
"I836","Tickling 1","3","Wikipedia","5.25","1.38303676656639","44","5.44827586206897","1.17237820664116","58","3.8936170212766","1.40238992520364","47","3.92307692307692","1.80246186597125","52"
"I837","Tiger 1","1","Pixabay","4.75862068965517","1.34177605300085","58","4.72093023255814","1.45283927920713","43","4.97959183673469","1.43599262878748","49","4.83018867924528","1.72911548149073","53"
"I838","Tiger 2","1","Pixabay","5.28888888888889","1.19890522451682","45","5.48214285714286","1.1280082434994","56","4.40816326530612","1.64466773932886","49","4.38461538461539","1.41634500828851","52"
"I839","Timber 1","2","Pixabay","3.75862068965517","0.884770657717247","58","3.93023255813953","1.26105301495765","43","2.83673469387755","1.66266526466181","49","2.50943396226415","1.70545100632596","53"
"I840","Timber 2","2","Pixabay","4.33333333333333","1.02247471629109","45","4.33928571428571","0.9959332893739","56","2.08163265306122","1.36682013407455","49","2.13461538461538","1.54702556037855","52"
"I841","Timber 3","2","Pixabay","4.05263157894737","0.854004278836281","57","4.19607843137255","0.775102776233894","51","2.18367346938776","1.40939510351893","49","2.38181818181818","1.81037042547681","55"
"I842","Timber 4","2","Pixabay","4.27272727272727","0.694283514357548","44","4.32758620689655","0.758297516821029","58","2.51063829787234","1.28320828268924","47","2.01923076923077","1.37897922769244","52"
"I843","Toast 1","3","Pixabay","4.60344827586207","1.29695534385126","58","5.06976744186047","1.24202884785931","43","3.83673469387755","1.59878780611424","49","3.56603773584906","1.4345923296863","53"
"I844","Toilet 1","2","Pixabay","3.93181818181818","0.789398572147331","44","3.70689655172414","0.878767491945498","58","2.57446808510638","1.55681783652848","47","2.15384615384615","1.3916362972093","52"
"I845","Toilet 2","2","Pixabay","3.7719298245614","1.05250625820415","57","3.50980392156863","0.833607797938763","51","2.36734693877551","1.36464094103877","49","2.21818181818182","1.37019745928865","55"
"I846","Toilet 3","2","Pixabay","3.88888888888889","0.934739200920435","45","3.80357142857143","0.795890418613994","56","2.55102040816327","1.22578587869504","49","2.19230769230769","1.32898990890785","52"
"I847","Toilet 4","2","Pixabay","2.74137931034483","1.29181423936962","58","2.25581395348837","1.04865045371963","43","3.22448979591837","1.81733901307251","49","3.13207547169811","1.72133373880498","53"
"I848","Tornado 1","4","Pixabay","2.34090909090909","0.963114661921651","44","1.91379310344828","1.18890311762965","58","4.8936170212766","1.89087100419002","47","5.26923076923077","1.93132469640821","52"
"I849","Tornado 2","4","Pixabay","4.08888888888889","1.39515757047892","45","3.10714285714286","1.3840463921359","56","4.57142857142857","1.81429508808977","49","4.86538461538461","1.53429866655422","52"
"I850","Tornado 3","4","Pixabay","2.86206896551724","1.19131765266292","58","2.3953488372093","1.23711520970439","43","4.71428571428571","1.74403746137136","49","4.64150943396226","1.9718630357203","53"
"I851","Tornado 4","4","Pixabay","2.77777777777778","1.5357688167774","45","2.66071428571429","1.21021088642037","56","5.10204081632653","1.64879877940457","49","5.17307692307692","1.67707908831892","52"
"I852","Tornado 5","4","Pixabay","3.40350877192982","1.63510210606039","57","3.07843137254902","1.24648525470463","51","4.06122448979592","1.79592319881849","49","4.47272727272727","1.84445661429598","55"
"I853","Torture chamber 1","2","Wikipedia","3.68181818181818","1.13655389527775","44","3.12068965517241","1.36468730698868","58","3.34042553191489","1.63223767110863","47","3.13461538461538","1.72670882854701","52"
"I854","Traffic 1","4","Pixabay","4.70689655172414","1.04308282441252","58","4.51162790697674","1.24158295703616","43","4.08163265306122","1.68122889941997","49","4.39622641509434","1.73581750460376","53"
"I855","Tumor 1","3","Wikipedia","1.47727272727273","0.848764803306501","44","1.3448275862069","0.608470159222494","58","4.57446808510638","2.33819589363312","47","5.40384615384615","2.03170570071028","52"
"I856","Volcano 1","4","Pixabay","3.86206896551724","1.14628730763781","58","3.6046511627907","1.32986814390645","43","3.89795918367347","1.67387895270217","49","4.07547169811321","1.69670559301722","53"
"I857","Volcano 2","4","Pixabay","2.86363636363636","1.44013741416234","44","2.46551724137931","1.6137079154976","58","5.12765957446809","1.68905712412211","47","5.34615384615385","1.61954502670174","52"
"I858","Volcano 3","4","Pixabay","4.56140350877193","1.4518159055331","57","4.19607843137255","1.5494464539717","51","3.91836734693878","1.66879116296145","49","4.18181818181818","1.73302250515306","55"
"I859","Wall 1","2","Pixabay","4.11111111111111","0.681649810860727","45","4.05357142857143","0.519427757060782","56","1.77551020408163","1.17730812524534","49","1.82692307692308","1.29434901263756","52"
"I860","Wall 2","2","Pixabay","4.02272727272727","0.263132857382444","44","4.03448275862069","0.620286216939882","58","1.68085106382979","1.18149468671133","47","1.63461538461538","1.17204105786756","52"
"I861","Wall 3","2","Pixabay","4.04545454545455","0.301511344577764","44","4.06896551724138","0.55762871900913","58","1.93617021276596","1.32540814582018","47","1.69230769230769","1.29157847701663","52"
"I862","Wall 4","2","Pixabay","4.01724137931035","0.545841674569018","58","3.95348837209302","0.433890943731312","43","2.20408163265306","1.49971652650224","49","1.50943396226415","1.01190303407137","53"
"I863","Wall 5","2","Pixabay","3.94827586206897","0.543620539518225","58","4.04651162790698","0.375023070534335","43","2.04081632653061","1.48547388164896","49","1.67924528301887","1.13972980781986","53"
"I864","War 1","3","Pixabay","1.82456140350877","1.21188765122762","57","1.68627450980392","1.36367439043829","51","4.44897959183673","1.96914982172717","49","5.49090909090909","1.9136229675547","55"
"I865","War 2 ","4","Pixabay","2.81034482758621","1.56111629596715","58","1.83720930232558","1.27111185971629","43","4.83673469387755","1.59878780611424","49","4.33962264150943","2.10259360192647","53"
"I866","War 3","3","Pixabay","3.52631578947368","1.57100130896889","57","3.3921568627451","1.53724989995185","51","3.79591836734694","1.91463216481146","49","4.76363636363636","1.72093467674289","55"
"I867","War 4","3","Pixabay","3.13333333333333","1.51657508881031","45","2.875","1.2513628933723","56","4.53061224489796","1.79236855418008","49","5.01923076923077","1.55286433147776","52"
"I868","War 5","4","Pixabay","2.74137931034483","1.62826293005429","58","2.06976744186047","1.07781412032054","43","4.46938775510204","2.13211593665704","49","4.32075471698113","2.22549549284631","53"
"I869","War 6","3","Pixabay","1.64444444444444","1.15119612805661","45","1.19642857142857","0.519427757060782","56","4.6734693877551","2.04519513231665","49","5.34615384615385","2.05688337801861","52"
"I870","War 7","3","Pixabay","3.41379310344828","1.74752439190487","58","2.86046511627907","1.82027464370519","43","4.3469387755102","1.79757962744542","49","4.15094339622642","2.04183388926469","53"
"I871","War 8","4","Pixabay","1.97727272727273","0.927327652479346","44","1.51724137931034","0.941096398857165","58","4.93617021276596","1.81064791813352","47","5.42307692307692","1.62512326948624","52"
"I872","Waterfall 1","4","Pixabay","5.53333333333333","0.894427190999916","45","5.35714285714286","1.32704143154574","56","3.85714285714286","1.51382517704875","49","4.15384615384615","1.61348016733305","52"
"I873","Weapon 1","2","Wikipedia","3.21052631578947","1.41088677921348","57","2.43137254901961","1.23701094515423","51","3.81632653061224","1.70383720598237","49","3.78181818181818","1.85283475598787","55"
"I874","Wedding 1","3","Pixabay","5.46551724137931","1.18788500301977","58","5.95348837209302","1.06800856898856","43","3.91836734693878","1.57898615538945","49","4.30188679245283","1.58823687513953","53"
"I875","Wedding 2","3","Pixabay","5.46666666666667","1.32459256171302","45","6.05357142857143","0.961431562489317","56","3.75510204081633","1.53474498756984","49","3.92307692307692","1.72463299700515","52"
"I876","Wedding 3","3","Pixabay","5.24444444444444","1.50989998999867","45","6.23214285714286","0.894245673556951","56","3.75510204081633","1.57494195984193","49","4.44230769230769","1.62593516425811","52"
"I877","Wedding 4","2","Pixabay","5.63157894736842","0.93792283697557","57","6.01960784313725","1.02937254827261","51","3.02040816326531","1.63922995029129","49","3.2","1.60323746537136","55"
"I878","Wedding 5","3","Pixabay","5.65909090909091","1.21890499502306","44","5.79310344827586","1.28087991534404","58","4.12765957446809","1.55503419893325","47","4.25","1.73629084037005","52"
"I879","Wedding 6","3","Pixabay","5.72413793103448","0.987520436355727","58","6.37209302325581","0.873505684936757","43","4.08163265306122","1.30442731198212","49","3.79245283018868","1.72491349355039","53"
"I880","Wedding 7","2","Pixabay","5.13636363636364","1.15317376191039","44","5.39655172413793","1.26961321879849","58","3.23404255319149","1.38646823694699","47","3.26923076923077","1.72769124664697","52"
"I881","Wedding 8","2","Pixabay","5.63636363636364","1.10160367437256","44","5.62068965517241","1.13674799637366","58","3.61702127659574","1.58186999258805","47","4.03846153846154","1.64449811715162","52"
"I882","Wedding 9","3","Pixabay","5.61363636363636","1.22409737207518","44","5.87931034482759","1.17095831509093","58","3.85106382978723","1.58770717106606","47","4.19230769230769","1.52158923031876","52"
"I883","Wedding 10","3","Pixabay","5.72727272727273","1.18838636665362","44","5.8448275862069","1.10503987604371","58","4.17021276595745","1.53678304508463","47","4.15384615384615","1.69641623851537","52"
"I884","Wedding 11","2","Pixabay","4.90909090909091","1.1776638644324","44","5.10344827586207","1.10325920945288","58","3.38297872340426","1.52590944356874","47","3.59615384615385","1.54994769531756","52"
"I885","Wedding 12","4","Pixabay","4.78947368421053","0.939924809022797","57","5.01960784313725","1.1223225218881","51","2.48979591836735","1.59585986461312","49","2.50909090909091","1.47664192696516","55"
"I886","Wedding ring 1","2","Pixabay","5.2","1.09958669921517","45","6.21428571428571","0.966987556830456","56","3.42857142857143","1.70782512765993","49","3.88461538461538","1.62883148484832","52"
"I887","Windmill 1","2","Pixabay","3.21052631578947","1.54384540891131","57","3.11764705882353","1.49193912507889","51","2.61224489795918","1.57871686466431","49","2.47272727272727","1.51357493732854","55"
"I888","Wolf 1","1","Pixabay","5.22413793103448","1.07675769722626","58","5.76744186046512","1.087531265064","43","4.26530612244898","1.57817814536363","49","4.28301886792453","1.63351153713246","53"
"I889","Wolf 2","1","Flickr/Tambako The Jaguar","2.79545454545455","1.06922152630053","44","3.31034482758621","1.48922323508604","58","4.48936170212766","1.6664508031655","47","4.82692307692308","1.60539719410168","52"
"I890","Woods 1","4","Pixabay","3.71111111111111","1.19890522451682","45","3.80357142857143","1.31314532682055","56","3","1.36930639376292","49","3.32692307692308","1.61756478606085","52"
"I891","Yarn 1","2","Pixabay","2.11111111111111","1.40165846933069","45","3.01785714285714","1.40765532233339","56","1.87755102040816","1.16605912266532","49","1.86538461538462","1.35803846654703","52"
"I892","Yarn 2","2","Pixabay","4.10344827586207","0.484483996527968","58","4.11627906976744","0.390927001198153","43","2.16326530612245","1.38964831845312","49","2.18867924528302","1.4285092252682","53"
"I893","Yarn 3","2","Pixabay","4.11111111111111","0.382706998191366","45","4.46428571428571","0.852041094064145","56","1.79591836734694","1.04042442935433","49","2.07692307692308","1.5191090506255","52"
"I894","Yarn 4","2","Pixabay","4.19298245614035","0.515426192971411","57","4.2156862745098","0.502542555021804","51","2.04081632653061","1.30638151129799","49","1.92727272727273","1.33131159853378","55"
"I895","Yoga 1","3","Pixabay","5.59649122807018","1.14735175081587","57","5.52941176470588","0.966497618754865","51","3.61224489795918","1.61782166470087","49","3.34545454545455","1.62410296401135","55"
"I896","Yoga 2","3","Pixabay","2.71929824561404","1.53243953463694","57","3.50980392156863","1.43349292317204","51","3.14285714285714","1.62018517460197","49","3.10909090909091","1.60638456805068","55"
"I897","Yoga 3","3","Pixabay","5.29545454545455","0.878146712712987","44","5.63793103448276","0.985834331159981","58","4.06382978723404","1.22304422969453","47","3.23076923076923","1.59183436688109","52"
"I898","Yoga 4","3","Pixabay","5.57777777777778","1.03328445632206","45","5.83928571428571","0.986763040806302","56","4.42857142857143","1.69558249578132","49","3.57692307692308","1.89267062945825","52"
"I899","Yoga 5","3","Pixabay","3.62222222222222","1.49679792904855","45","3.28571428571429","1.55755385973456","56","3.38775510204082","1.59185853813779","49","3.21153846153846","1.80778857931765","52"
"I900","Zebra 1","1","Pixabay","5.57894736842105","0.962648289523909","57","6.05882352941176","0.903587620673996","51","3.30612244897959","1.5438599034111","49","3.8","1.7256238807393","55"
